Date,SPY
2001-11-08,114.08000200000001
2001-11-09,112.959999
2001-11-12,112.650002
2001-11-13,114.550003
2001-11-14,115.400002
2001-11-15,115.18
2001-11-16,115.099998
2001-11-19,115.849998
2001-11-20,115.800003
2001-11-21,114.66999799999999
2001-11-23,115.75
2001-11-26,116.339996
2001-11-27,116.900002
2001-11-28,115.16999799999999
2001-11-29,114.91999799999999
2001-11-30,114.910004
2001-12-03,114.08000200000001
2001-12-04,115.300003
2001-12-05,118.0
2001-12-06,117.940002
2001-12-07,117.089996
2001-12-10,116.389999
2001-12-11,115.720001
2001-12-12,114.779999
2001-12-13,113.699997
2001-12-14,113.489998
2001-12-17,114.360001
2001-12-18,115.150002
2001-12-19,115.91999799999999
2001-12-20,115.800003
2001-12-21,115.07
2001-12-24,115.040001
2001-12-26,116.209999
2001-12-27,116.08000200000001
2001-12-28,116.75
2001-12-31,116.389999
2002-01-02,115.75
2002-01-03,116.949997
2002-01-04,117.980003
2002-01-07,117.989998
2002-01-08,117.059998
2002-01-09,117.779999
2002-01-10,116.349998
2002-01-11,116.279999
2002-01-14,114.839996
2002-01-15,115.389999
2002-01-16,114.400002
2002-01-17,114.239998
2002-01-18,113.849998
2002-01-22,113.93
2002-01-23,113.550003
2002-01-24,114.25
2002-01-25,114.18
2002-01-28,114.190002
2002-01-29,114.129997
2002-01-30,113.389999
2002-01-31,113.300003
2002-02-01,113.300003
2002-02-04,112.230003
2002-02-05,110.489998
2002-02-06,109.739998
2002-02-07,109.860001
2002-02-08,110.75
2002-02-11,111.639999
2002-02-12,111.709999
2002-02-13,112.540001
2002-02-14,112.970001
2002-02-15,112.239998
2002-02-19,110.290001
2002-02-20,110.589996
2002-02-21,110.629997
2002-02-22,109.940002
2002-02-25,111.809998
2002-02-26,112.040001
2002-02-27,112.860001
2002-02-28,112.75
2002-03-01,113.849998
2002-03-04,115.989998
2002-03-05,116.400002
2002-03-06,117.150002
2002-03-07,117.5
2002-03-08,117.900002
2002-03-11,117.900002
2002-03-12,117.25
2002-03-13,116.75
2002-03-14,116.43
2002-03-15,116.949997
2002-03-18,117.559998
2002-03-19,117.739998
2002-03-20,116.58000200000001
2002-03-21,115.900002
2002-03-22,115.940002
2002-03-25,115.360001
2002-03-26,115.019997
2002-03-27,115.010002
2002-03-28,115.769997
2002-04-01,115.099998
2002-04-02,114.949997
2002-04-03,114.209999
2002-04-04,113.400002
2002-04-05,113.629997
2002-04-08,113.029999
2002-04-09,113.18
2002-04-10,113.540001
2002-04-11,113.050003
2002-04-12,111.650002
2002-04-15,111.860001
2002-04-16,113.32
2002-04-17,113.66999799999999
2002-04-18,113.459999
2002-04-19,113.239998
2002-04-22,112.43
2002-04-23,111.480003
2002-04-24,111.809998
2002-04-25,109.739998
2002-04-26,110.010002
2002-04-29,108.260002
2002-04-30,108.639999
2002-05-01,109.25
2002-05-02,109.910004
2002-05-03,108.760002
2002-05-06,107.989998
2002-05-07,106.32
2002-05-08,109.360001
2002-05-09,109.099998
2002-05-10,108.050003
2002-05-13,107.949997
2002-05-14,110.370003
2002-05-15,110.910004
2002-05-16,110.480003
2002-05-17,111.25
2002-05-20,110.690002
2002-05-21,110.480003
2002-05-22,109.120003
2002-05-23,110.360001
2002-05-24,110.199997
2002-05-28,109.129997
2002-05-29,108.019997
2002-05-30,107.510002
2002-05-31,108.559998
2002-06-03,107.599998
2002-06-04,105.199997
2002-06-05,105.66999799999999
2002-06-06,105.599998
2002-06-07,103.91999799999999
2002-06-10,104.459999
2002-06-11,104.540001
2002-06-12,102.809998
2002-06-13,103.0
2002-06-14,101.559998
2002-06-17,104.339996
2002-06-18,105.029999
2002-06-19,104.43
2002-06-20,103.050003
2002-06-21,100.93
2002-06-24,100.690002
2002-06-25,100.889999
2002-06-26,98.150002
2002-06-27,99.489998
2002-06-28,100.5
2002-07-01,99.800003
2002-07-02,97.199997
2002-07-03,95.839996
2002-07-05,99.529999
2002-07-08,99.699997
2002-07-09,98.339996
2002-07-10,96.07
2002-07-11,93.349998
2002-07-12,93.889999
2002-07-15,92.400002
2002-07-16,92.379997
2002-07-17,93.300003
2002-07-18,91.099998
2002-07-19,87.550003
2002-07-22,85.910004
2002-07-23,83.239998
2002-07-24,85.120003
2002-07-25,85.849998
2002-07-26,85.93
2002-07-29,90.339996
2002-07-30,91.400002
2002-07-31,91.550003
2002-08-01,91.349998
2002-08-02,88.910004
2002-08-05,86.93
2002-08-06,87.900002
2002-08-07,88.5
2002-08-08,91.099998
2002-08-09,91.940002
2002-08-12,91.269997
2002-08-13,91.660004
2002-08-14,92.629997
2002-08-15,93.989998
2002-08-16,94.08000200000001
2002-08-19,95.75
2002-08-20,95.400002
2002-08-21,95.779999
2002-08-22,97.150002
2002-08-23,96.150002
2002-08-26,95.639999
2002-08-27,96.25
2002-08-28,93.489998
2002-08-29,93.050003
2002-08-30,93.389999
2002-09-03,91.0
2002-09-04,90.25
2002-09-05,89.43
2002-09-06,90.57
2002-09-09,91.349998
2002-09-10,91.779999
2002-09-11,93.33000200000001
2002-09-12,90.839996
2002-09-13,89.900002
2002-09-16,89.889999
2002-09-17,91.190002
2002-09-18,88.5
2002-09-19,86.800003
2002-09-20,85.199997
2002-09-23,84.059998
2002-09-24,83.650002
2002-09-25,84.769997
2002-09-26,85.970001
2002-09-27,85.629997
2002-09-30,82.800003
2002-10-01,85.769997
2002-10-02,85.529999
2002-10-03,84.599998
2002-10-04,82.91999799999999
2002-10-07,81.199997
2002-10-08,81.309998
2002-10-09,79.699997
2002-10-10,81.07
2002-10-11,84.730003
2002-10-14,84.849998
2002-10-15,88.720001
2002-10-16,87.800003
2002-10-17,89.300003
2002-10-18,89.110001
2002-10-21,90.5
2002-10-22,90.010002
2002-10-23,90.269997
2002-10-24,90.900002
2002-10-25,90.389999
2002-10-28,91.290001
2002-10-29,89.489998
2002-10-30,89.959999
2002-10-31,90.300003
2002-11-01,90.82
2002-11-04,92.940002
2002-11-05,92.07
2002-11-06,93.07
2002-11-07,92.220001
2002-11-08,91.57
2002-11-11,89.559998
2002-11-12,89.93
2002-11-13,89.739998
2002-11-14,91.0
2002-11-15,91.550003
2002-11-18,92.150002
2002-11-19,91.099998
2002-11-20,92.41999799999999
